ID,Marque,Nom
60400003,Intermarché,INTERMARCHE NOYON
44390001,Intermarché,INTERMARCHE NORT-SUR-ERDRE
85000012,Total Access,RELAIS DU BALMORAL
46200004,,
27310005,Intermarché,INTERMARCHE BOURG ACHARD
22220001,Système U,Super U  TREGUIER
63240001,Total,GARAGE DU SANCY
81100010,,
67700001,Supermarché Match,SUPERMARCHES MATCH   SAVERNE
51700001,Carrefour Market,Carrefour Market
52000008,Total,RELAIS DE LA SUIZE
57350001,Simply Market,SIMPLY MARKET
26230002,Intermarché,CLEMARINE GRIGNAN
57160001,CORA,CORA MOULINS LES METZ
44370008,Total,RELAIS VARADES
74200018,,
78320001,Total,SA MESNIL AUTOS
10000005,Esso Express,ESSO ST JULLIEN
14310003,Carrefour Market,Carrefour Market
1400006,,
78210006,Total Access,RELAIS EPI D OR
2000007,Esso Express,ESSO CARNOT LAON
5260002,,
70800003,8  a huit,8 a huit
50480002,Système U,STATION U SUPER U
76370002,Elan,STATION H.M. AUTOMOBILES
36250006,Leclerc,Sas cap sud
59300015,Total Access,RELAIS VALENCIENNES
49710001,,
33950001,Système U,STATION U
32200006,,
35000021,Total Access,RELAIS RENNES ALMA
56440003,Total,RELAIS DE LANGUIDIC
64270001,Total,MR JAMEAU
29770001,Total,M.BUREL
13015004,Esso Express,ESSO N.D. LIMITE
6600010,Esso Express,ESSO TERRES BLANCHES
6130008,Esso Express,ESSO PARFUMS
14123008,Total,RELAIS D'IFS
51390001,Shell,SIG'REST VRIGNY
24470001,Simply Market,SIMPLY MARKET
26800008,,
34330001,Elan,SEBE ET FILS
31440002,Intermarché,INTERMARCHE CIERP-GAUD
54240001,,
84000009,Leclerc,AVIROC
65100004,Esso Express,ESSO LOURDES
67400005,Total,RELAIS D'ILLKIRCH
69100022,Total Access,RELAIS GARENNE VILLEURBANNE
73000007,Esso Express,ESSO DU GRAND VERGER
74120006,Total,RELAIS PRAILLE
77100021,Total Access,RELAIS DE BOSSUET
77600003,Total,RELAIS BUSSY ST GEORGES
81260003,,
89240003,,
91130006,Total Access,RELAIS RIS-ORANGIS LIBERATION
38230003,Leclerc,S.A. TIGNIEUDIS
34670001,Indépendant sans enseigne,SAS AVION
91200001,Carrefour,CARREFOUR ATHIS MONS
26400002,Agip,AGIP CREST AV FAYOLLE
13400017,,
74350006,,
92242003,Elf,RELAIS MALAKOFF
80100007,Esso Express,ESSO ABBEVILLOISE
29690002,Intermarché,INTERMARCHE HUELGOAT
21300001,Géant,GEANT CASINO
34690009,,
92170002,Total,RELAIS DU PLATEAU
21320007,Agip,AGIP AIRE DES LOCHERES A6 SUD NORD
94600003,Esso Express,ESSO RN 305
95220003,,
68200025,,
63122001,Indépendant sans enseigne,GARAGE DE THEIX SARL
47800004,Elan,ETS Castagnier
61230006,,
58800001,Atac,ATAC CORBIGNY
6150011,,
6670007,Total Access,RELAIS COLOMARS LES VALLEES
79800008,Dyneff,ROMPETROL Pamproux
13560002,Elan,GARAGE SEMAP
62390001,Intermarché,INTERMARCHE AUXI LE CHATEAU
14540001,Carrefour Contact,Carrefour contact soliers
78420004,,
6200014,Esso Express,Esso La Manda
76610003,Système U,FISTO SUPER U
80460003,Carrefour Contact,Carrefour Contact AULT
42440009,Total,RELAIS UNIEUX VIGNERON
30470005,,
59300011,Simply Market,Simply Market
37290002,,
60260002,,
81400002,Total,MME CASTRO ANNIE CLAUDETT
80600006,,
34370001,Carrefour Market,Carrefour Market
13860001,,
77340007,,
69360013,Total,RELAIS COMMUNAY
33140006,Intermarché,INTERMARCHE CADAUJAC
93200008,,
60800003,Carrefour Market,Carrefour Market
29160003,Leclerc,CROZONDIS DISTRIBUTION
14500008,Carrefour Contact,CARREFOUR CONTACT
11210002,Système U,SUPER U
51100045,Total Access,RELAIS CHAMPENOISE
55160013,,
70220001,Indépendant sans enseigne,RELAIS DU KIRSCH SAS ROMARY RENE ET FILS
38150012,,
95640001,,
87290002,,
1310005,,
13005012,Total,RELAIS LA ROCADE
75008009,Total,RELAIS CHAMPS ELYSEES
25150006,,
56700003,Total,SARL GARAGE LE FLOCH
43220001,Carrefour Market,BRUNIEDIS SAS
38670002,,
72100013,Total Access,RELAIS DU BOL D'OR
68880001,Supermarché Match,SUPERMARCHES MATCH  THANN
35490003,Intermarché,INTERMARCHE VIEUX VY S/ COUESNON
5600006,Carrefour Market,Carrefour market
33250002,Total,EURL LOPEZ CLEMENT
83980002,Indépendant sans enseigne,GARAGE SAINT CHRISTOPHE
10500001,Total,SARL GGE MILLON
6530008,,
72200001,Carrefour Market,Carrefour Market
41400007,,
35370002,Intermarché,INTERMARCHE ARGENTRE DU PLESSIS
61260002,,
2603001,Leclerc,VILLERDIS
44190008,,
89500002,,
81120002,Intermarché,INTERMARCHE REALMONT
49630006,,
21190007,Total,RELAIS DE MERCEUIL
44320007,,
2300006,Intermarché,INTERMARCHE CHAUNY
38113001,ESSO,Esso Service Voroize
13127012,Esso Express,ESSO VITROLLES LES PINS
86600001,Intermarché,INTERMARCHE LUSIGNAN
59492002,Intermarché,INTERMARCHE HOYMILLE
92100010,Elan,Carburants Morizet
57120005,,
13200019,Esso Express,ESSO ARLES SUD
69100029,BP,BP VILLEURBANNE TONKIN 8 à Huit
47420001,,
72000019,Total Access,RELAIS LE MANS RHIN DANUBE
22500002,Avia,RELAIS DU GOELO/STATION AVIA
67570001,Agip,AGIP ROTHAU
71710002,,
43190002,Indépendant sans enseigne,3C
59125003,Total,DUMEZ
59149002,,
15110003,Indépendant sans enseigne,ESBRAT ROCHE CHAUDES AIGUES
74210001,Carrefour Market,Carrefour Market
2100019,Intermarché,INTERMARCHE 153 Rue de Mulhouse
66000006,Total,Mme Vidal Trousseu Brigitte
8110002,Intermarché,SAS DALISSIME
17210006,,
67730001,Total,GARAGE WALTER
20250002,Total,SARL DE L ORTA
93170002,Total,RELAIS DES MEUNIERS
37150004,Total,EURL GARAGE DU CHATEAU TOTAL
35000013,Station Malo,Station Malo
21230005,Carrefour Contact,CARREFOUR CONTACT
35600004,,
35850001,Système U,Super U ROMILLE
4190001,Intermarché,INTERMARCHE LES MEES
2620001,,
78390006,Total Access,RELAIS BOIS D'ARCY V.COUTURIER
1600002,Carrefour Market,Carrefour Market
1430004,Indépendant sans enseigne,GARAGE  MURET
6200028,,
35580001,Système U,Hyper U GUICHEN
33260011,Leclerc,E.LECLERC LA TESTE DE BUCH
11220001,Dyneff,SAINT LAURENT AUTO
78550007,Carrefour Market,Carrefour Market
22610001,Système U,U Express PLEUBIAN
59176001,Intermarché,INTERMARCHE MASNY
57420002,Total,GARAGE BECKER
29400001,Système U,Super U LANDIVISIAU
69410007,Total Access,RELAIS MONT D'OR
10150001,Esso Express,ESSO DU STADE PSM
3400001,Total Access,Relais Lagarde Yzeure
37120001,Intermarché,INTERMARCHE CHAVEIGNES
25530001,Carrefour Express,SARL VERCELDIS
11000005,Esso Express,ESSO DE LA CITE
35580004,,
94130003,Total,RELAIS DES MARECHAUX
73200002,Carrefour Market,PIERRE DU ROY
68130002,Système U,SUPER U ALTKIRCH
57500001,Total,KL DISTRIBUTION
76160003,,
72000003,Système U,Super U LE MANS LIBERATION
60150003,Système U,SUPER U thourotte
68620001,Système U,SUPER U
38980001,Elan,STATION ELAN / AGENT RENAULT
64600002,Carrefour,CARREFOUR ANGLET BAB2
2460001,Intermarché,S.A. DIXY
79800011,Total,RELAIS DU POITOU
26200006,Avia,AVIA NERS SARL MANAT
14230002,Intermarché,INTERMARCHE ISIGNY SUR MER
31340001,Leclerc,SAS VILDI PARTICIPATION
31600001,Système U,SUPER U
19600003,,
2200014,Total,RELAIS SOISSONS
64170013,,
17100013,Total Access,RELAIS LA PALUE
64700001,Total,SARL CASTAGNET
3800004,Total,Relais Lagarde Gannat MENDES FRANCE
13750003,Esso,ESSO SERVICE RN7
77260005,Intermarché,INTERMARCHE SEPT SORTS
68470002,Total,SOC NOUVELLE RELAIS DE LA THUR
81370001,Carrefour Market,Carrefour Market
12300003,Esso Express,ESSO GAMBETTA 12
21200003,Esso Express,ESSO BEAUNE SUD
26000007,Esso Express,ESSO VICTOR HUGO VALENCE
69230005,BP,BP ST GENIS LAVAL 8 à Huit
34100001,Agip,AGIP MONTPELLIER RIMBAUD
38480007,,
50150004,,
57000002,Total,MR JOVANIC
62630006,,
83480005,Leclerc,Station automatique CB 24/24
69210004,Esso Express,ESSO LA BREVENNE
69590002,Avia,ETS GRANJON
69700004,,
58240001,Atac,ATAC ST PIERRE LE MOUTIER
75005001,,
76400002,Total,STATION TOTAL MSA RENAULT
77450005,Total,RELAIS DES ARCHERS
80190003,,
81710002,Total Access,RELAIS DE SAIX
83100005,Agip,AGIP TOULON GASQUET
77120006,Total Access,RELAIS DES CAPUCINS
57510002,Colruyt,032 DATS PUTTELANGE AUX LACS
90300002,Système U,SUPER U
91310002,Intermarché,INTERMARCHE LONGPONT SUR ORGE
66000020,,
4600002,,
26140002,BP,BP A7 AIRE DE SAINT RAMBERT D'ALBON
88300001,Supermarché Match,SUPERMARCHES MATCH  NEUFCHATEAU
17430001,Système U,Super U TONNAY CHARENTE
83390003,Intermarché,INTERMARCHE CUERS
47300006,Intermarché,INTERMARCHE VILLENEUVE S/LOT
51600003,Carrefour Contact,Carrefour Contact
68160002,Système U,STATION U
14700007,ESSO,Station ESSO
84100006,Total,STATION DU GRES
49070009,Total Access,RELAIS BEAUCOUZE GRAND PIN
24310002,Carrefour Market,Carrefour Market
56640002,Intermarché,INTERMARCHE ARZON
24430003,Elan,MARSAC AUTO SERVICE
31700007,Netto,SAS NALHA
59750005,Total Access,RELAIS DE FEIGNIES
87100012,,
87240001,Système U,Super U Coop Atlantique Ambazac
13150006,Total Access,RELAIS D'ARGENCE
33450007,,
33720005,Elan,LAULAN FREDERIC
34000011,Casino,CASINO SUPERMARCHE
83630003,Système U,Super U
18800001,Atac,ATAC BAUGY
59630003,,
22950003,Intermarché,INTERMARCHE TREGUEUX
12400006,Système U,SUPER U
92400015,Total,RELAIS DE LA DEFENSE
62100024,Total,RELAIS CALAIS ROCADE EST
33440002,Leclerc,BRICO JARDI E.LECLERC
41400004,Carrefour Market,Carrefour Market
31100010,Total Access,RELAIS LE MIRAIL
95712004,,
34260001,Ecomarché,ECOMARCHE
26790005,,
9110001,Intermarché Contact,Intermarché Contact
13560003,Avia,STATION AUTO RELAX
11120001,Intermarché,INTERMARCHE ST MARCEL SUR AUDE
62700001,CORA,Cora bruay
38710003,Elan,GARAGE CENTRAL DU TRIEVES
31410008,Système U,Super U
92220009,BP,BP BAGNEUX CHATILLON
85110006,Leclerc,SAS CHANTONNAY DISTRIBUTION
30640001,,
37000015,Total,RELAIS TOURS BALZAC
7410002,,
80550001,Carrefour Contact,CARREFOUR-CONTACT
85000009,Intermarché,INTERMARCHE LA ROCHE SUR YON
29200014,Intermarché,INTERMARCHE LE VALLON
19130001,,
57160002,Carrefour Market,Carrefour Market
78820001,Système U,SUpER U
37300009,,
11500004,Indépendant sans enseigne,SARL LOPEZ et Fils
40660002,Système U,U EXPRESS
1200003,Carrefour Market,CARREFOUR MARKET HYPER
33950002,Carrefour Contact,CARREFOUR CONTACT SAS LEDIS
22630002,Carrefour Contact,Carrefour Contact
29270005,Super Casino,SUPERMARCHE CASINO
13120009,,
89210002,Total,RELAIS DE BRIENON
91470007,Total,RELAIS LIMOURS
11480007,Avia,STATION  AVIA
77810001,Simply Market,SIMPLY MARKET
67850002,,
41000022,,
22300005,Intermarché,INTERMARCHE LANNION PLOULEC'H
20000007,Total,SARL FABIANI STATION TOTAL
22600006,Système U,SUPER U
13590003,Total,SARL JAJE
61130002,,
40420002,Intermarché,INTERMARCHE LABRIT
79300005,Leclerc,Bocage distribution
26750001,Leclerc,S.A.S ROUDAUT
68560001,Leclerc,ALBISSER SA
83136007,Total,RELAIS DU SOLEIL
65000007,Leclerc,Centre  Leclerc  ORMEAUDIS
92400019,Total Access,RELAIS DE COURBEVOIE
24750004,Intermarché,INTERMARCHE TRELISSAC
50340003,Intermarché,INTERMARCHE LES PIEUX
76460003,Total,SARL Neto Le Drakkar
93420001,Simply Market,SIMPLY MARKET
54150002,Système U,SUPER U
85220002,,
68600003,,
10130001,Atac,ATAC ERVY LE CHATEL
16100007,Intermarché Contact,INTERMARCHE CONTACT COGNAC
93400007,Elan,SARL ILIANN
79230004,Shell,Dupe Troll Station SHELL
43100005,Netto,NETTO COHADE
83510004,,
33780001,Carrefour Market,Carrefour Market
10260001,Total,SARL DOSIERES AUTO SPORT
24000004,Total Access,TOTAL ACCESS MAGOT CAVARD
13590002,Super Casino,CASINO MEYREUIL
42510003,Total,A-DR passion
50300002,Total,SARL MANCHE AUTO
54600004,Intermarché,SA VIRLIE
13008018,,
73000001,Carrefour,CARREFOUR BASSENS
13100013,Total Access,RELAIS DES MILLES
65200003,Carrefour Market,Carrefour Market
17240001,Total,SAS FUEL 17
13920008,,
60130001,Leclerc,SAINT JUDIST
31410004,Intermarché,INTERMARCHE LAVERNOSE-LACASSE
21110002,Total,RENAULT GENLIS SA
60270003,Intermarché,INTERMARCHE GOUVIEUX
88190001,Leclerc,GOLDIS
74120010,,
19240002,,
14170001,Total,SARL GARAGE CHRETIEN
74600015,,
86000020,Avia,SARL MARAYME
63000024,Total Access,RELAIS CHAMPRADET
49160001,Système U,Super U LONGUE
59310006,Auchan,auchan supermarché
37400002,Leclerc,LA MONTGOLFIERE SA
88320001,Carrefour Express,Sarl du MONT DES FOURCHES
33510003,Intermarché,INTERMARCHE ANDERNOS
63200002,Total,Relais Lagarde Riom
95420003,,
36100002,Leclerc,LIMOISE-DISTR
12400005,Indépendant sans enseigne,SARL C2V SERVICES
53002001,Carrefour,CARREFOUR LAVAL
74930001,Carrefour Market,Carrefour Market
6240006,,
3270001,Carrefour Market,Carrefour Market
58660001,Leclerc,NEVERS DISTRIBUTION
13220004,,
44190002,Total,CLISSON AUTOS S.A.S
26120001,Total Access,total access la caillette
37250002,Intermarché,INTERMARCHE VEIGNE
43200002,Avia,DYC
74800002,Esso Express,ESSO DU BORNE
71130005,Total,SAS LAFAY HERMEY AUTOMOBILES
85690001,Système U,U Express NOTRE DAME DE MONTS
28330002,Intermarché,INTERMARCHE LA BAZOCHE GOUET
32150003,,
30129003,,
27200004,Avia,SODIGEST SAS
25340001,Avia,STATION AVIA GARAGE CARLIN
44000009,Total,RELAIS MADELEINE MARTYRS
6110002,Avia,SARL CHENEAU
77680004,Intermarché,SAS JALYS (INTERMARCHE)
29610002,Casino,SUPERMARCHE CASINO
53140001,Système U,Super U PRE EN PAIL
57600003,Esso Express,ESSO DIETSCH
59100012,Total,RELAIS DE BEAUMONT
6650004,,
45300003,Leclerc,PITHIVIERS-DIST
95440001,,
35540005,Système U,U express
50480001,Total,MLE DUVAL V.
34110002,Indépendant sans enseigne,Carbur
95570007,,
17201001,Leclerc,LECLERC ROYAN SODISROY
3800006,Intermarché,SA SAIVE
71210010,,
66510001,Total,SARL LE RELAIS DE BONABOSC
13180001,Agip,AGIP GIGNAC A55 SENS MARSEILLE VERS MARTIGUES
34920001,Carrefour Market,Carrefour Market
13400001,Auchan,AUCHAN
39210002,Total,GARAGE BUISSON
13013014,Agip,AGIP MARSEILLE ST JUST
9270003,Carrefour Contact,CARREFOUR CONTACT
59440001,Carrefour Market,Carrefour Market
95100035,,
72440001,Système U,Super U BOULOIRE
77515001,Intermarché,INTERMARCHE DE FAREMOUTIERS
13014015,,
40000011,Esso Express,ESSO EXPRESS MONT DE MARSAN MONTOISE
68170004,,
16150003,Système U,Super U CHABANAIS
31170004,KAI,STATION KAI TOURNEFEUILLE
57410001,Système U,LA STATION U
83340005,Intermarché,INTERMARCHE LE CANNET DES MAURES
92130006,Total Access,RELAIS ISSY LES MOULINEAUX VOISIN
42220006,,
84200010,,
44119003,Shell,SHELL - DUPE TROLL
95650002,,
21000024,,
29000016,,
80290008,,
71200013,,
68000021,,
25290001,Atac,ATAC ORNANS
80450001,Intermarché,INTERMARCHE CAMON
77190006,Total Access,RELAIS DAMMARIE LES LYS
51700006,Intermarché,INTERMARCHE CHATILLON SUR MARNE
33250004,Intermarché,INTERMARCHE PAUILLAC
7200009,Elan,station Elan SARL Garage Joseph
84100009,Total,RELAIS LA COMTADINE
31290005,Esso Express,ESSO LAURAGAIS
79230003,Elan,FIEF JOLY
6600012,Elan,RELAIS DE LA BRAGUE
45290003,,
6190011,,
52300003,Intermarché,INTERMARCHE JOINVILLE
29190001,Intermarché,INTERMARCHE PLEYBEN
76400010,,
64520002,Ecomarché,Ecomarché
71480001,Système U,SUPER U
16430006,,
53200003,Total,HAUT ANJOU AUTOMOBILES
51120003,Leclerc,SEZADIS
89200009,,
24190001,Intermarché,INTERMARCHE NEUVIC SUR L'ISLE
40260008,Avia,AVIA Ocean Ouest
80090003,BP,BP AMIENS HENRIVILLE
62850001,Carrefour Contact,STATION CARREFOUR CONTACT
94800007,Total Access,RELAIS ST SIMON
62120015,,
69002006,,
49300014,Esso Express,ESSO EXPRESS CHOLET FRANCIS BOUET
20090004,BP,Station bp la madunuccia
61200006,Leclerc,ARGENTAN-DISTRIBUTION
80850001,Intermarché Contact,INTERMARCHE
89190006,,
91190009,BP,BP GIF SUR YVETTE CHEVRY 2
8800008,,
83550004,Intermarché,INTERMARCHE VIDAUBAN
9400002,Esso,SARL J. CHAGUE
50420002,Carrefour Contact,CARREFOUR CONTACT
43000006,Avia,SARL SLS
19140001,,
29750001,Carrefour Market,Carrefour Market
47200005,Leclerc,JEANDIS
77290002,Intermarché,INTERMARCHE MITRY-MORY
92000015,BP,BP NANTERRE LENINE
77120005,Intermarché,A L'INTERMARCHE DE  COULOMMIERS
14350002,Total,Sarl garage carpin
17600005,,
50560002,Système U,U EXPRESS
1480004,,
91380007,Carrefour Market,Carrefour Market
63760001,Intermarché Contact,INTERMARCHE
7400002,Intermarché,INTERMARCHE LE TEIL
40270004,Carrefour Contact,Carrefour Contact
52120001,BP,BP A5 AIRE DE CHATEAUVILLAIN SUR ORGE
25680001,Total,TOTAL CUSE ET ADRISANS
64290001,Système U,SUPER U
10400002,Carrefour Market,Carrefour Market
34440002,Super Casino,CASINO SUPERMARCHE
37100012,Système U,U express
42700008,,
34973001,Carrefour,CARREFOUR LATTES
1320002,Casino,DISTRIBUTION CASINO FRANCE
29000014,,
32190003,Intermarché,INTERMARCHE VIC FEZENSAC
33710002,Carrefour Market,Carrefour Market
70600002,,
65100009,Total Access,RELAIS DU JER
82500004,,
76210002,Avia,SARL ALBIK
41600001,Carrefour Market,Carrefour Market
6700008,,
21500005,Intermarché,INTERMARCHE LA COTE
67151001,Leclerc,SODECCO
64420001,Intermarché,INTERMARCHE SAS LE BOSQUET
67000002,Supermarché Match,SUPERMARCHES MATCH  ROBERTSAU
90130001,Coccinelle,019 DATS MONTREUX
32190002,Total,MR DEVILLERS F.
77144001,Intermarché,INTERMARCHE MONTEVRAIN
77500009,Total,RELAIS DE CHELLES
47600003,Intermarché,INTERMARCHE NERAC
91260001,Auchan,AUCHAN MONTGERON
85600003,Système U,Super U PAYS DE MONTAIGU
11000014,Dyneff,DYNEFF Iena
44590001,Système U,Super U DERVAL
1370003,,
38460005,,
68970001,Indépendant sans enseigne,Beysang
29700002,Intermarché,INTERMARCHE PLUGUFFAN
4300001,Casino,CASINO SUPERMARCHE
17140001,Leclerc,S.M-CHARENTAIS
59670001,Carrefour Contact,Carrefour contact Cassel
25200002,Total Access,SCA PEUGEOT MONTBELIARD BELFORT
55300004,,
35500001,Système U,Hyper U VITRE
79120001,Intermarché,INTERMARCHE LEZAY
45470001,Système U,Super U LOURY
27000003,Système U,SUPER U SA PRIMA
21400002,Total,SARL COLLARD
58470005,,
33650003,Simply Market,SIMPLY MARKET
22120001,Système U,Hyper U YFFINIAC
44350001,Carrefour Market,Carrefour Market
13710003,Casino,CASINO SUPERMARCHE
31840001,Carrefour Market,Carrefour Market
56190001,Système U,Super U MUZILLAC
14120001,Système U,SUPER  U  MONDEVILLE
64300005,Intermarché,INTERMARCHE ORTHEZ
62300012,Total,RELAIS LENS RENE LANOY
29140008,Total Access,RELAIS DE SAINT-YVI
26510002,,
80500003,Leclerc,SAS SODIDIER EXPLOITATION
83260003,Esso,SARL ETS CECCALDI PASCAL
44250004,Total,GARAGE DE L'ESTUAIRE
33980002,Carrefour Market,CARREFOUR MARKET
28500007,Total,RELAIS DE LA COUETTE
54360003,,
53240001,Carrefour Contact,CARREFOUR CONTACT
94500007,Leclerc,E. LECLERC CHAMPIGNY SUR MARNE
76120002,Système U,Hyper U
93100015,Total Access,RELAIS DE L'AMITIE
25390001,Système U,EURL STATION DE LA VERDOLLE
37360001,Système U,Super U NEUILLE PONT PIERRE
67210001,Simply Market,SIMPLY MARKET
84210001,Intermarché,INTERMARCHE PERNES LES FONTAINES
6220003,Intermarché,INTERMARCHE VALLAURIS
81300005,Netto,NETTO GRAULHET
62400002,Carrefour Market,Carrefour Market
95500015,,
29710002,Intermarché Contact,INTERMARCHE PLONEIS
76810001,Casino,CASINO
64170012,,
11300004,Leclerc,LIMOUX DISTRIB SODILIM
68200023,,
18240002,,
84340002,Elan,GARAGE MEFFRE-BRAX  CORINNE
67480001,Total,GGE SANDROCK
44120004,Total,RELAIS VERTOU GRASSINIERE
28210003,Total,NOGENT SERVICES AUTOMOBILES
34300013,,
59320005,Intermarché,INTERMARCHE EMMERIN
62200005,Total,RELAIS BOULOGNE S.MER DAUNOU
41100002,Total,CITROEN VENDOME BIGOT AUTO
82000015,Total Access,RELAIS TESCOU
76590001,Indépendant sans enseigne,EURL DELABRIERE JEAN-FRANCOIS
84260001,Intermarché,INTERMARCHE SARRIANS
30900015,Total,RELAIS MAS CHEYLON
31770005,Total Access,RELAIS CENTRAL
33520003,Esso,ESSO AQUITAINE 1
37310001,Esso,ESSO PELEJA
38350003,,
39100004,Esso Express,ESSO PASTEUR DOLE
40210001,Intermarché,INTERMARCHE LABOUHEYRE
41600006,Total,RELAIS DU BEUVRON
46500001,Total,M.POUJADE COLOMB
56450006,Leclerc,E.LECLERC
54110002,Esso Express,ESSO DOMBASLE
56400009,,
57000008,Esso Express,ESSO METZ CENTRE
59124001,Indépendant sans enseigne,ASD 24/24
60200012,Total Access,RELAIS COMPIEGNE
63000019,Agip,AGIP CLERMONT FERRAND RUE DORMOY
64100013,Esso Express,ESSO EXPRESS BAYONNE CAMBO
69190009,,
76580001,Esso Express,ESSO DES ABBAYES
76620003,Esso Express,ESSO BOIS AU COQ
77330004,Total,RELAIS OZOIR LA FERRIERE
83570001,Intermarché,INTERMARCHE CARCES
88170004,Agip,AGIP LORRAINE SANDAUCOURT A31 SENS NORD SUD
65400004,Elan,SARL BROUCA - Station Argeles
92210008,BP,BP ST CLOUD REPUBLIQUE 8 à Huit
7110005,,
29660002,Casino,CASINO CARANTEC
65230002,Intermarché Contact,INTERMARCHE CONTACT
66300015,Intermarché,SAS SALAO
40410002,Carrefour Express,Carrefour Express PISSOS
31860005,Intermarché,INTERMARCHE Labarthe sur Leze
35000024,,
92160001,Simply Market,SIMPLY MARKET
44850001,Système U,Super U LIGNE
25000024,,
1310001,Total,GARAGE GUIGUE SA
65300004,Avia,Calvet Station Avia
73260001,Système U,SUPER SAS CHARDIS
13014010,Avia,AVIA - B2M SARL
46220001,Total,SARL ATG S46
72470004,Total Access,RELAIS CHAMPAGNE LES FOSSES
45360005,Indépendant sans enseigne,SUPERMARCHE G20
60280003,,
3100010,Intermarché,INTERMARCHE MONTLUCON
27340001,,
59370002,Intermarché,INTERMARCHE
20144002,VITO,GROUPE BRADESI SARL
71250004,Avia,SARL GARAGE DE LA DIGUE
24100010,Total,RELAIS DOINA
1980001,Total,cst distribution
92500017,,
78300011,Total,RELAIS MALADRERIE
57800002,Esso Express,ESSO BETTING
45210005,Carrefour Market,Market
22150005,Carrefour Market,CARREFOUR MARKET
59139001,CORA,cora wattignies
33730002,Indépendant sans enseigne,SARL VAL FLEURI
92400018,Total,RELAIS DE L'ALMA
83300008,Indépendant sans enseigne,Station Albro
52120002,Intermarché,INTERMARCHE Super
33350003,Intermarché,INTERMARCHE CASTILLON LA BATAILLE
84400007,Total Access,RELAIS DU LUBERON
72300004,Shell,SIGPBS PARCE EST
30320004,Intermarché,INTERMARCHE MARGUERITTES
24320002,Avia,PRO ENERGIES SERVICES
56950002,Intermarché,SAS CRACALY    INTERMARCHE
6400001,Total,SARL MONTFLEURY
29630002,Super Casino,SUPERMARCHE CASINO
67130002,Système U,SUPER U RUSS
12310002,Intermarché Contact,INTERMARCHE CONTACT  LAISSAC
56300006,Netto,SAS POLEMAC
14450001,Carrefour Contact,CARREFOUR CONTACT
79600003,Intermarché,SA VERANBERT
59450001,Auchan,Auchan Sin Le Noble
32000004,Leclerc,AUCH HYPER-DIS SA
37190002,Carrefour Market,Carrefour Market
62790001,Carrefour Market,Carrefour Market
27140002,Carrefour Market,Carrefour Market
34290003,Shell,SGAR SAS
73420005,Total,RELAIS DE DRUMETTAZ
28290001,Carrefour Contact,Carrefour contact
44200002,Leclerc,SODIPOR
14520002,Elan,STATION ELAN SARL VALLY
13650003,Avia,AVIA aire de meyrargues
62560003,Carrefour Contact,SAS HOCHART FABRICE
9220001,Indépendant sans enseigne,SPAR
69360015,Total Access,RELAIS DE L'OZON
4320002,,
29180001,Système U,Super U PLOGONNEC
44110003,Leclerc,Station E.LECLERC Chateaubriant
12310001,Total,MR MAJOREL
82400006,Indépendant sans enseigne,Sarl val fleuri golfech
25410004,Intermarché,INTERMARCHE SAINT VIT
78190012,,
11170002,Intermarché,INTERMARCHE ALZONNE
27600006,Total Access,RELAIS DE GAILLON
94340007,,
48400006,Intermarché,Intermarché Florac
95380001,,
6510001,Total,Station Total Carros
53500004,Carrefour Market,Carrefour Market
41350001,Auchan,AUCHAN
47310004,Intermarché Contact,INTERMARCHE CONTACT
77141001,Total,EURL L'ETANG AUTOMOBILE
50690001,Esso,STATION SERVICE DU PONT
51230004,,
93600010,Esso,SARL AUTO NET
77580002,Intermarché,INTERMARCHE CRECY-LA-CHAPELLE
51170003,Intermarché,INTERMARCHE FISMES
70120003,TOTAL,STATION DU SOLEIL LEVANT
16110005,,
72240001,Système U,Super U CONLIE
50260001,Système U,SA MAJEDIS
87410002,Système U,Super U Le Palais-sur-Vienne
62980001,Leclerc,E.LECLERC SUPERMARCHE
90400001,CORA,CORA ANDELNANS
31075001,Auchan,AUCHAN TOULOUSE
72000001,Carrefour Market,Carrefour Market Les Maillets
31830001,Intermarché,INTERMARCHE PLAISANCE DU TOUCH
14280002,Indépendant sans enseigne,STATION SAINT CONTEST
31130007,Système U,SUPER U FLOURENS
67270001,Supermarché Match,SUPERMARCHES MATCH  HOCHFELDEN
59136001,Total,SARL GARAGE DE LA VALLEE
36200002,Total Access,SAS SN GEBHARD-PNEU
13920004,Carrefour Market,MARKET
85400005,Leclerc,Ludis La Belle Vie
67140002,Système U,Super U Gertwiller
59530002,Intermarché,INTERMARCHE LE QUESNOY
73240001,Netto,SA FAGLE
61200008,Avia,AVIA  SARL FAJIVA
63210003,Carrefour Contact,CARREFOUR CONTACT
78650002,Total,GGE DE FLEUBERT G.V.
92110011,Total,RELAIS CLICHY PORTE POUCHET
30500002,Carrefour Market,Carrefour Market
68110006,Total Access,RELAIS ILE NAPOLEON
44230002,Système U,Super U ST SEBASTIEN / LOIRE
13008008,Carrefour,CARREFOUR MARSEILLE BONNEVEINE
59820001,Total,GRAVELINES GGRD
6610005,,
24150001,Intermarché,INTERMARCHE LALINDE
36500003,Intermarché,INTERMARCHE BUZANCAIS
38350002,Casino,CASINO SUPERMARCHE
64100015,Total Access,RELAIS BAYONNE STE CROIX STATION TO
31250004,Intermarché,INTERMARCHE REVEL
